iter	F1	Logloss
883	0.8343558282	0.3791616558
884	0.8338162604	0.3790458353
885	0.833674165	0.3788399983
886	0.833134481	0.3786560477
887	0.8340715503	0.3785442259
888	0.8343265793	0.3783686086
889	0.8346107988	0.3782453577
890	0.8346107988	0.3781324972
891	0.8350076622	0.3779714787
892	0.8344686649	0.3777986043
893	0.8347529813	0.3776385337
894	0.8340715503	0.3774702755
895	0.8346107988	0.3773958181
896	0.8344686649	0.3772220329
897	0.836227443	0.3770428644
898	0.8367659574	0.3768606561
899	0.8367346939	0.376599208
900	0.8378424366	0.3764403772
901	0.8375893769	0.3763194113
902	0.8373360586	0.3762036587
903	0.8377319939	0.3761049005
904	0.8380952381	0.3758454689
905	0.8384903094	0.3757128441
906	0.8384903094	0.3755529974
907	0.8392796466	0.3753944532
908	0.839673913	0.3752791544
909	0.8402105621	0.3751311777
910	0.8402105621	0.3750129443
911	0.8398165449	0.3748378187
912	0.8406043117	0.3746924759
913	0.8407470289	0.3745417866
914	0.8400679117	0.3743454314
915	0.8402105621	0.3741843469
916	0.8407470289	0.3739720196
917	0.8401019541	0.3738533817
918	0.8401019541	0.373704857
919	0.8411754714	0.3735844346
920	0.8417119565	0.3734226479
921	0.8419979613	0.3732260209
922	0.8419979613	0.3730470493
923	0.8410674826	0.3728310576
924	0.8422482595	0.3726550753
925	0.8421410365	0.3725207959
926	0.8422841604	0.3723924198
927	0.843250595	0.3721863374
928	0.8431072582	0.372023409
929	0.8436437797	0.3718799839
930	0.8431072582	0.3717318505
931	0.8435004248	0.3715764287
932	0.8445727875	0.3714708644
933	0.8438933243	0.3713248222
934	0.8440366972	0.3712002632
935	0.8441801189	0.3710957931
936	0.8445727875	0.370935459
937	0.8445727875	0.3708162966
938	0.8443235894	0.3706316109
939	0.8451086957	0.3704549543
940	0.8453958546	0.3704147091
941	0.8453958546	0.3702926902
942	0.8457880435	0.3701325418
943	0.8469630132	0.37000112
944	0.8471067368	0.3699631901
945	0.8474978796	0.3698634116
946	0.847888757	0.3696915109
947	0.8480325645	0.3696105298
948	0.8484231943	0.3694663352
949	0.848567068	0.3693980117
950	0.8487109905	0.3692204547
951	0.848567068	0.3690185192
952	0.848567068	0.3688848865
953	0.849245379	0.3687716222
954	0.8488549618	0.3685896235
955	0.8489574504	0.3684489473
956	0.8487109905	0.3682559192
957	0.848567068	0.36808457
958	0.8488135593	0.3679342893
959	0.848669717	0.367790707
960	0.8488135593	0.3677063837
961	0.8498813961	0.3675194005
962	0.8497374217	0.3674029493
963	0.8510494245	0.3672423746
964	0.8506174928	0.3670858369
965	0.8505163365	0.3669142618
966	0.8503723764	0.3668254313
967	0.850473613	0.3666662822
968	0.8503297818	0.3665125085
969	0.8511069799	0.3663962515
970	0.8512508452	0.3663200338
971	0.8512508452	0.3662069975
972	0.8512508452	0.3660408033
973	0.8516390673	0.365803724
974	0.8528021607	0.3655765864
975	0.8530901722	0.3654739177
976	0.8533783784	0.3653203205
977	0.8532792427	0.3651266653
978	0.8530356841	0.3648489691
979	0.8534234996	0.3647272331
980	0.8532792427	0.3645941285
981	0.8538110529	0.3644553913
982	0.8531350346	0.3642732288
983	0.8526031102	0.3640897235
984	0.852891444	0.3638755714
985	0.8538565629	0.3636661108
986	0.8538565629	0.3635041005
987	0.8544870712	0.3633321492
988	0.8556944914	0.3632159609
989	0.8565642929	0.363044748
990	0.8568055321	0.3629425676
991	0.8564197739	0.3627714768
992	0.8569500675	0.3626676812
993	0.8578654527	0.3625207382
994	0.8577208361	0.3623874623
995	0.8577208361	0.3622787952
996	0.8577208361	0.3621278626
997	0.8578654527	0.3619770979
998	0.8574801822	0.3618304374
999	0.8574801822	0.3616188705
